Type,FilePath,LineNumber,Name,DetailsCALL_SITE,D:\Descargas\MALPlus\N/A,0,N/A,"NO Xamarin.Forms.DependencyService.Get<> / Dependency(typeof) / [Dependency] / [Assembly:Xamarin.Forms.Dependency] references in production code (excluding obj/Resources designers). The codebase uses GalaSoft.MvvmLight.Ioc.SimpleIoc as its DI container, surfaced through ResourceLocator (XShared/ViewModels/ResourceLocator.cs) and ViewModelLocator (XShared/ViewModels/ViewModelLocator.cs) static facades. These facades are the real equivalents of DependencyService.Get<T> and must be the migration target."CALL_SITE,D:\Descargas\MALPlus\MALClient.Android.Adapters\ChangelogProvider.cs,21,Activity,"SimpleIoc.Default.GetInstance<Activity>() - resolve platform context in static ctor"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android.Adapters\DispatcherAdapter.cs,21,Activity,"SimpleIoc.Default.GetInstance<Activity>() - RunOnUiThread"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android.Adapters\ImageDownloaderService.cs,41,Activity,"SimpleIoc.Default.GetInstance<Activity>() - Toast context"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android.Adapters\ImageDownloaderService.cs,46,Activity,"SimpleIoc.Default.GetInstance<Activity>() - Toast context"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android.Adapters\ImageDownloaderService.cs,66,Activity,"SimpleIoc.Default.GetInstance<Activity>() - Toast context"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android.Adapters\MessageDialogProvider.cs,37,Activity,"SimpleIoc.Default.GetInstance<Activity>() - AlertDialog.Builder ctx"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android.Adapters\MessageDialogProvider.cs,48,Activity,"SimpleIoc.Default.GetInstance<Activity>() - AlertDialog.Builder ctx"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android.Adapters\MessageDialogProvider.cs,60,Activity,"SimpleIoc.Default.GetInstance<Activity>() - AlertDialog.Builder ctx"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android.Adapters\MessageDialogProvider.cs,71,Activity,"SimpleIoc.Default.GetInstance<Activity>() - AlertDialog.Builder ctx"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android.Adapters\MessageDialogProvider.cs,93,Activity,"SimpleIoc.Default.GetInstance<Activity>() - AlertDialog.Builder ctx"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android.Adapters\ShareProvider.cs,25,Activity,"SimpleIoc.Default.GetInstance<Activity>() - Intent startActivity"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android.Adapters\SnackbarProvider.cs,23,Activity,"SimpleIoc.Default.GetInstance<Activity>() - RunOnUiThread + Toast"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android\Activities\MainActivity.cs,74,MainViewModel,"SimpleIoc.Default.GetInstance<MainViewModel>() - VM lookup in MainActivity"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android\Activities\MainActivity.cs,82,Activity,"SimpleIoc.Default.Unregister<Activity>() - rebind MainActivity as Activity singleton"
CALL_SITE,D:\Descargas\MALPlus\MALClient.Android\Activities\MainActivity.cs,83,Activity,"SimpleIoc.Default.Register<Activity>(() => this) - bind MainActivity instance"
CALL_SITE,D:\Descargas\MALPlus\MALClient.XShared\ViewModels\AnimeItemViewModel.cs,773,IPinTileService,"SimpleIoc.Default.GetInstance<IPinTileService>().Load(this) - DEAD: interface never registered"
CALL_SITE,D:\Descargas\MALPlus\MALClient.XShared\ViewModels\Main\CalendarPageViewModel.cs,130,ICalendarExportProvider,"SimpleIoc.Default.GetInstance<ICalendarExportProvider>().ExportToCalendar(entry) - DEAD: interface never registered"
